"EVENT" "median_value" "mean_value" "var_value"
"HsaEX0041546" 90.06 86.3553383458647 232.456909922534
"HsaEX0041560" 16.61 20.6756338028169 352.882050304665
"HsaEX0041564" 10.125 12.5290845070423 119.557997028269
"HsaEX0041597" 85.13 81.11944 228.487074683871
"HsaEX0041601" 12.58 15.8585401459854 288.365558147274
"HsaEX0041642" 21.865 25.2274305555556 256.909540904235
"HsaEX0041646" 8.935 13.6545833333333 216.983781643357
"HsaEX0041714" 23.81 33.8184137931034 865.078938438697
"HsaEX0041744" 91.3 85.2604724409449 373.839620409949
"HsaEX0041746" 33.99 41.0763909774436 835.498142936888
"HsaEX0041749" 88.89 86.3315671641791 149.964187751094
"HsaEX0041755" 0 22.3896153846154 915.892327757901
"HsaEX0041774" 0 17.5463063063063 679.62423986896
"HsaEX0041775" 66.67 68.1303389830508 544.615119542228
"HsaEX0041801" 11.465 21.451875 763.463473622047
"HsaEX0041810" 55.56 49.2105555555556 1295.55582928889
"HsaEX0041813" 0.94 16.8555371900826 850.085136584022
"HsaEX0041842" 18.06 29.1423846153846 894.122929928444
"HsaEX0041850" 29.38 34.4833070866142 544.518938182727
"HsaEX0041874" 11.11 16.062 319.600177222222
"HsaEX0041923" 21.73 27.5603361344538 630.351811750463
"HsaEX0041967" 84.865 83.3917361111111 260.525155706099
"HsaEX0042005" 79.31 75.5745833333333 252.570445979021
"HsaEX0042023" 78.285 77.1991666666667 520.461065654206
"HsaEX0042027" 100 79.66 966.093742857143
"HsaEX0042048" 59.18 60.3141379310345 185.794982758621
"HsaEX0042057" 77.655 74.6948571428571 229.44982659815
"HsaEX0042089" 87.68 77.8992307692308 796.737131094258
"HsaEX0042100" 96.135 86.3420454545455 474.27216295975
"HsaEX0042117" 12.62 17.3775352112676 255.950169059035
"HsaEX0042119" 21.71 22.5493706293706 108.583079178568
"HsaEX0042126" 77.695 75.335390625 226.046721106053
"HsaEX0042129" 35.37 39.361679389313 546.100894081033
"HsaEX0042132" 88.515 85.2044852941176 188.299898992375
"HsaEX0042136" 85.37 84.8210218978102 208.542694536282
"HsaEX0042142" 11.11 26.57 1766.5588
"HsaEX0042148" 53.71 52.8162857142857 589.099049414183
"HsaEX0042153" 42.86 50.7975609756098 1641.64132390244
"HsaEX0042178" 18.18 20.3595804195804 99.8099899635576
"HsaEX0042181" 73.33 73.8382442748092 267.389328432179
"HsaEX0042210" 100 65.4453947368421 1907.14961717544
"HsaEX0042212" 95.795 81.9989552238806 749.87246356189
"HsaEX0042231" 40.19 44.10224 437.928391716129
"HsaEX0042307" 9.275 15.4437121212121 449.093287641684
"HsaEX0042343" 24.09 31.4566433566434 569.590264709938
"HsaEX0042348" 52.3 49.7512857142857 1998.57886354037
"HsaEX0042350" 45.72 51.3052678571429 1603.08351163932
"HsaEX0042383" 85.76 71.9154444444444 1148.50095766542
"HsaEX0042422" 28.57 34.2238345864662 729.734093517886
"HsaEX0042471" 87.06 84.7735862068966 169.742784272031
"HsaEX0042475" 19.02 24.0733793103448 430.596336417625
"HsaEX0042483" 85.32 82.6949655172414 228.512289061303
"HsaEX0042486" 45.265 51.7442361111111 591.23029591589
"HsaEX0042491" 100 86.4918487394958 422.309760959977
"HsaEX0042495" 100 85.7254621848739 682.01622838627
"HsaEX0042503" 50 53.8935338345865 828.413126053771
"HsaEX0042504" 89.13 85.8307194244604 300.573869043895
"HsaEX0042507" 90.84 85.7127205882353 338.126292543573
"HsaEX0042517" 86.55 81.8849264705882 443.860791105664
"HsaEX0042536" 64.05 63.7417931034483 212.722364818008
"HsaEX0042579" 54.94 59.8890540540541 899.588589503887
"HsaEX0042588" 93.04 84.3988028169014 401.132960967935
"HsaEX0042591" 7.75 16.4478723404255 539.752692583587
"HsaEX0042606" 82.16 80.686618705036 201.425893556459
"HsaEX0042611" 95.915 83.0223611111111 573.775767586072
"HsaEX0042620" 86.89 84.4609448818898 177.199354655668
"HsaEX0042623" 26.055 35.4153125 995.266451870079
"HsaEX0042624" 71.535 71.023064516129 497.074673459218
"HsaEX0042648" 66.87 61.5145070422535 679.674131315553
"HsaEX0042656" 48.19 45.4293706293706 696.983273544765
"HsaEX0042667" 59.7 57.5294642857143 868.008781692407
"HsaEX0042674" 4.76 12.8035344827586 542.502198703148
"HsaEX0042680" 37.41 40.3128985507246 443.909757960436
"HsaEX0042701" 70.72 71.1350806451613 510.842400806452
"HsaEX0042721" 10 17.714367816092 722.603513258487
"HsaEX0042723" 26.15 27.3704316546763 302.753524450005
"HsaEX0042731" 78.18 78.0462595419847 188.865257439812
"HsaEX0042740" 26.195 28.1520289855072 222.703436729081
"HsaEX0042743" 80.235 79.2384920634921 323.591688107937
"HsaEX0042779" 91.16 79.6871875 675.274303838583
"HsaEX0042781" 100 83.2848181818182 708.115386663887
"HsaEX0042808" 14.29 18.6568275862069 346.3448773659
"HsaEX0042824" 29.59 38.7780555555556 1055.35457940948
"HsaEX0042826" 9.61 12.5004827586207 126.633090737548
"HsaEX0042850" 89.91 86.5549655172414 173.922722394636
"HsaEX0042851" 90.36 86.6511724137931 190.125149310345
"HsaEX0042857" 33.33 36.0312173913043 878.293586224256
"HsaEX0042864" 78.57 76.311037037037 327.901646677723
"HsaEX0042869" 84.125 78.4287121212121 512.347883061531
"HsaEX0042877" 68.145 65.5824647887324 360.285268349815
"HsaEX0042880" 17.04 19.0261538461538 135.134978764897
"HsaEX0042882" 98.29 84.8352678571429 678.859690017696
"HsaEX0042883" 11.76 28.6140869565217 1234.92622086957
"HsaEX0042887" 53.07 56.2206299212598 1182.61469325084
"HsaEX0042906" 84.51 79.59928 425.349598670968
"HsaEX0042924" 63.045 58.6723943661972 1108.25396443912
"HsaEX0042940" 11.63 15.4862878787879 301.503750237104
"HsaEX0042970" 11.365 14.9576612903226 303.836113998164
"HsaEX0042980" 96.96 59.9120338983051 2263.76924061952
"HsaEX0043017" 19.93 24.8604316546763 447.700956334063
"HsaEX0043038" 81.68 79.2817948717949 479.852975957376
"HsaEX0043047" 100 82.2964444444444 851.498135530587
"HsaEX0043056" 100 71.1341379310345 1399.99115099819
"HsaEX0043058" 44.565 51.2360975609756 1619.36933026197
"HsaEX0043064" 54.235 50.6496527777778 578.162695682789
"HsaEX0043083" 73.3 70.3291011235955 535.733058273749
"HsaEX0043143" 97.3 85.1116279069768 786.44728538206
"HsaEX0043145" 74.6 71.0455 756.042076016949
"HsaEX0043149" 88.12 84.10152 182.485603316129
"HsaEX0043213" 16.56 18.7405594405594 180.688553205949
"HsaEX0043220" 41.18 47.5803092783505 1004.05110719502
"HsaEX0043255" 43.4 45.4423703703704 837.839449563295
"HsaEX0043291" 14.29 24.7807228915663 832.922782397884
"HsaEX0043292" 2.63 12.8848051948052 614.760709501025
"HsaEX0043312" 10.75 13.0230344827586 160.404058783525
"HsaEX0043384" 6.67 14.5601941747573 500.977537216829
"HsaEX0043410" 85.89 81.505 334.949955128205
"HsaEX0043412" 90.59 87.147619047619 249.272415949512
"HsaEX0043426" 20 26.5853913043478 538.177609275362
"HsaEX0043443" 100 87.3883333333333 483.362284507042
"HsaEX0043458" 96.715 83.5606603773585 582.583394797844
"HsaEX0043477" 100 80.1872 756.410923135135
"HsaEX0043478" 13.86 18.8770588235294 457.221809072782
"HsaEX0043480" 50 55.5145614035088 1365.6187966792
"HsaEX0043500" 89.23 70.2949056603774 1427.51207162554
"HsaEX0043513" 98.43 69.4924 1325.50227794595
"HsaEX0043533" 52.52 52.7045925925926 474.670171288004
"HsaEX0043534" 27.315 34.0212676056338 823.867777105184
"HsaEX0043535" 64.07 59.4365693430657 1067.20172270288
"HsaEX0043568" 100 80.2731578947368 1036.44656725146
"HsaEX0043598" 92.59 83.3577876106195 501.592037025917
"HsaEX0043609" 17.24 18.8339252336449 257.633591994357
"HsaEX0043645" 2.425 14.72625 621.677981514085
"HsaEX0043647" 87.81 85.9018439716312 127.335348004053
"HsaEX0043655" 87.325 84.3099305555556 191.354646848291
"HsaEX0043675" 88.41 82.1826277372263 365.330082750107
"HsaEX0043677" 100 83.66 928.360608333333
"HsaEX0043678" 100 85.6310344827586 589.553681034483
"HsaEX0043679" 100 87.381724137931 735.856621921182
"HsaEX0043705" 18.37 22.4120863309353 282.389852862058
"HsaEX0043713" 83.53 79.484132231405 400.022187782369
"HsaEX0043725" 76.91 69.2762698412698 843.705538774603
"HsaEX0043737" 7.69 15.9291338582677 603.292996862892
"HsaEX0043742" 79.22 60.8184848484849 1836.54119450758
"HsaEX0043768" 48.63 50.8314728682171 1212.69068921996
"HsaEX0043771" 0 20.9030769230769 1078.59341976127
"HsaEX0043773" 1.8 19.3264 884.82446516129
"HsaEX0043797" 20 30.3409401709402 949.06803100501
"HsaEX0043809" 4.83 14.3033333333333 595.763593574297
"HsaEX0043813" 40 47.6201369863014 1186.32363748097
"HsaEX0043816" 35.14 43.6388990825688 1086.26106173972
"HsaEX0043821" 100 77.7855555555556 1031.7210725
"HsaEX0043828" 75.02 73.3508148148148 222.671217987839
"HsaEX0043838" 42.86 46.0476666666667 820.839460056022
"HsaEX0043855" 83.07 74.9433333333333 729.078507865168
"HsaEX0043860" 50.99 54.4226530612245 1170.77662381654
"HsaEX0043861" 13.38 27.8731034482759 1125.19350248034
"HsaEX0043862" 42.86 46.713619047619 747.077404084249
"HsaEX0043865" 30.43 35.9807228915663 1302.43326776374
"HsaEX0043868" 3.03 16.0665486725664 784.757560303413
"HsaEX0043871" 0 23.0611428571429 1203.79647403727
"HsaEX0043872" 20 33.0170434782609 998.624640305111
"HsaEX0043905" 82.72 76.0303149606299 663.139099900013
"HsaEX0043948" 16.79 20.2654225352113 329.12544060034
"HsaEX0043955" 12.815 16.199375 240.845923382867
"HsaEX0043957" 86.17 82.3912413793103 269.531483170498
"HsaEX0043981" 93.94 87.0637606837607 333.930837459475
"HsaEX0043984" 90.83 84.8330434782609 392.623398550725
"HsaEX0043990" 57.255 55.5257042253521 403.008075741684
"HsaEX0043995" 13.08 16.5838888888889 227.649453302253
"HsaEX0044002" 23.01 25.9399295774648 314.130699995006
"HsaEX0044012" 14.58 18.2294366197183 248.731503226451
"HsaEX0044043" 26.45 31.4536434108527 633.421459278101
"HsaEX0044086" 0 11.3005333333333 789.64084836036
"HsaEX0044087" 18.41 20.2573913043478 497.484393094629
"HsaEX0044091" 60 56.8030693069307 888.355161485149
"HsaEX0044095" 65.505 61.1198148148148 611.32064295604
"HsaEX0044120" 68.055 66.0302898550725 321.720239331429
"HsaEX0044149" 20.37 25.9440875912409 472.558822874624
"HsaEX0044156" 92.31 82.6612 528.949996129032
"HsaEX0044177" 85.745 82.4557246376812 186.738915164498
"HsaEX0044209" 36.475 35.8371739130435 737.148183925738
"HsaEX0044216" 20.24 27.5870344827586 711.650964061303
"HsaEX0044220" 28.01 30.1915172413793 500.367911570881
"HsaEX0044338" 33.33 48.5341379310345 1734.63704655172
"HsaEX0044339" 100 78.4826829268293 1355.76311012195
"HsaEX0044384" 93.885 84.63 418.146161344538
"HsaEX0044385" 32.415 36.6784920634921 900.540662507937
"HsaEX0044440" 88.505 84.6825 167.268395104895
"HsaEX0044457" 77.78 74.7464137931034 348.623757883142
"HsaEX0044468" 13.69 15.4297222222222 107.106553768454
"HsaEX0044475" 65.22 68.8869565217391 876.532033248082
"HsaEX0044478" 36.605 44.074696969697 1166.32797298368
"HsaEX0044479" 91.99 84.4555882352941 558.608168305531
"HsaEX0044487" 1.705 18.295 1306.62260232558
"HsaEX0044500" 88.24 86.526814159292 259.431173688369
"HsaEX0044506" 88.24 81.530447761194 488.706345662664
"HsaEX0044509" 27.27 30.9063194444444 433.118777267871
"HsaEX0044512" 100 74.5358333333333 1746.80440785714
"HsaEX0044539" 79.52 74.6415315315315 687.870351269451
"HsaEX0044550" 85.47 81.6250420168067 299.417250633813
"HsaEX0044552" 26.76 30.2790833333333 474.511136127451
"HsaEX0044564" 75.38 71.1884782608696 899.728028428094
"HsaEX0044569" 84.13 81.3657446808511 228.788086048632
"HsaEX0044574" 88.83 87.1374045801527 64.0016132119789
"HsaEX0044588" 26.97 35.6352112676056 725.178581160723
"HsaEX0044590" 100 84.957 728.764014576271
"HsaEX0044602" 88.93 85.1604895104895 195.635915955875
"HsaEX0044617" 84.62 78.5523595505618 588.607163687436
"HsaEX0044621" 42.86 47.9575294117647 999.852552156863
"HsaEX0044634" 16.755 33.6772222222222 1278.9274562422
"HsaEX0044638" 0 16.3273504273504 927.946000677866
"HsaEX0044642" 24.66 33.5001694915254 864.109844415472
"HsaEX0044646" 31.34 36.4186734693878 1091.64811677888
"HsaEX0044658" 79.01 76.5456643356643 190.363533182311
"HsaEX0044659" 69.045 61.5367142857143 823.812718622816
"HsaEX0044702" 87.44 85.0767605633803 185.052507162122
"HsaEX0044711" 27.865 37.6639189189189 1407.4636433358
"HsaEX0044732" 100 82.4 1113.66966206897
"HsaEX0044739" 40.88 44.8331724137931 385.8264648659
"HsaEX0044758" 89.47 84.9683333333333 278.528238422392
"HsaEX0044760" 87.71 85.5807692307692 233.109059868813
"HsaEX0044780" 5.88 24.5261818181818 1311.3816203367
"HsaEX0044796" 50.555 52.2369565217391 1545.48896830918
"HsaEX0044797" 14.29 27.5762962962963 1281.87251652422
"HsaEX0044806" 87.065 57.7665714285714 1996.53946343685
"HsaEX0044825" 11.02 17.2638194444444 379.650130065074
"HsaEX0044831" 0 14.6359166666667 717.86909495098
"HsaEX0044848" 89.365 86.4727083333333 171.814512194056
"HsaEX0044853" 45.27 44.6425517241379 209.837878860153
"HsaEX0044858" 82.65 78.0137404580153 382.288660516735
"HsaEX0044911" 73.285 70.5621830985915 785.510167540705
"HsaEX0044914" 66.26 63.0189855072464 703.539991664022
"HsaEX0044927" 88.36 81.6475912408759 445.779061066982
"HsaEX0044928" 75.305 68.7215942028985 704.99856970274
"HsaEX0044946" 22.58 32.3050344827586 655.504936283525
"HsaEX0044957" 84.34 82.1524137931034 138.522468438697
"HsaEX0044962" 56.66 55.3005517241379 720.688589971264
"HsaEX0045009" 11.565 22.4251538461538 895.326263929636
"HsaEX0045014" 14.8 16.7948965517241 207.660301551724
"HsaEX0045016" 9.01 20.4581666666667 866.542470560224
"HsaEX0045052" 46.85 53.5672340425532 628.639907294833
"HsaEX0045085" 90.82 86.3183802816901 204.932968279892
"HsaEX0045091" 84.71 78.7049107142857 492.559079271236
"HsaEX0045162" 82.26 76.3785416666667 285.029476879371
"HsaEX0045177" 30.63 32.7992413793103 338.009311226054
"HsaEX0045197" 95.065 83.4633802816901 534.72703104585
"HsaEX0045280" 84.72 84.1278518518519 129.222036395799
"HsaEX0045309" 78.95 63.7929838709677 1335.90041622738
"HsaEX0045320" 63.42 62.3048120300752 185.336725153794
"HsaEX0045322" 63.37 60.7606766917293 559.377883629528
"HsaEX0045332" 30.91 35.2869230769231 664.666807692308
"HsaEX0045367" 33.33 38.4736923076923 1060.29353044723
"HsaEX0045384" 50.77 51.4148623853211 814.428728916072
"HsaEX0045387" 80.295 78.9336363636364 272.129496599584
"HsaEX0045405" 88.53 85.8766896551724 137.063529243295
"HsaEX0045421" 13.34 23.399801980198 924.631537960396
"HsaEX0045423" 94.37 87.2212962962963 440.484886154379
"HsaEX0045473" 90.91 83.2414893617021 543.003742765957
"HsaEX0045475" 0 11.8629411764706 848.663318360071
"HsaEX0045486" 66.67 67.7531034482759 574.340656371814
"HsaEX0045503" 90.595 82.3648611111111 450.882538442113
"HsaEX0045505" 79.56 78.1740972222222 188.749677500971
"HsaEX0045506" 81.09 79.2356551724138 226.869621963602
"HsaEX0045508" 50.99 53.7807638888889 330.698191720085
"HsaEX0045514" 5.715 14.2493181818182 631.858026249133
"HsaEX0045517" 88.745 85.7721739130435 262.553801079023
"HsaEX0045539" 88.28 86.9971034482759 78.8192193295019
"HsaEX0045566" 52.905 54.5736805555556 469.92736607906
"HsaEX0045567" 53.09 50.6465034965035 497.280358110903
"HsaEX0045568" 91.865 84.862676056338 370.221316192189
"HsaEX0045578" 89.335 86.6154285714286 236.997601973279
"HsaEX0045590" 54.55 57.4059139784946 992.736089644694
"HsaEX0045605" 31.505 31.1638524590164 451.787650325159
"HsaEX0045621" 80.81 78.9527972027972 267.052403388161
"HsaEX0045622" 8.12 21.8020979020979 954.247512469221
"HsaEX0045644" 6.67 13.4484112149533 511.938536131194
"HsaEX0045657" 12.68 16.052183908046 346.596198663459
"HsaEX0045662" 100 88.742 937.430416842105
"HsaEX0045668" 4.19 13.3612408759124 406.29418153714
"HsaEX0045676" 87.17 81.9148591549296 399.561298916192
"HsaEX0045677" 13.725 17.3935915492958 286.637567860354
"HsaEX0045682" 83.205 74.1037037037037 894.600543163725
"HsaEX0045688" 35.255 37.0875 323.926470740741
"HsaEX0045689" 20.77 25.0020143884892 338.87771620269
"HsaEX0045696" 9.345 18.3533333333333 862.118305747126
"HsaEX0045723" 19.53 24.2004861111111 383.386063398407
"HsaEX0045750" 49.13 53.3063636363636 577.024116261204
"HsaEX0045755" 81.46 80.5987586206897 181.450460948276
"HsaEX0045758" 49.17 51.5367586206897 286.185340114943
"HsaEX0045761" 92.86 86.8806837606838 273.754101252579
"HsaEX0045770" 9.045 22.7783333333333 1449.92561666667
"HsaEX0045820" 89.15 86.9611724137931 115.568150699234
"HsaEX0045851" 22.01 43.0060975609756 2012.35043439024
"HsaEX0045855" 12.5 21.0604705882353 703.636656918767
"HsaEX0045858" 8.57 13.4021100917431 354.631914950731
"HsaEX0045863" 81.82 77.5513513513514 594.929682702703
"HsaEX0045873" 50.74 55.0998230088496 864.425674968394
"HsaEX0045876" 30.8 35.3297222222222 512.220963558664
"HsaEX0045879" 65.66 64.001582733813 259.528974288395
"HsaEX0045906" 36.815 41.7274285714286 1374.77387445135
"HsaEX0045907" 0.79 24.508640776699 1462.45490401675
"HsaEX0045917" 47.75 51.1550344827586 392.61969183908
"HsaEX0045923" 34.19 36.6966896551724 221.234725076628
"HsaEX0045937" 14.435 20.614 490.19344124031
"HsaEX0045997" 91.775 86.1242647058824 269.789294270152
"HsaEX0046024" 2.44 12.9718699186992 629.44957598294
"HsaEX0046037" 50 54.6485123966942 777.809221101928
"HsaEX0046050" 71.43 70.7848837209302 414.820909556686
"HsaEX0046059" 35.7 44.1397457627119 761.631749507461
"HsaEX0046106" 12.93 21.4093430656934 465.117167947617
"HsaEX0046123" 10.48 14.5278417266187 236.231517047232
"HsaEX0046176" 43.58 42.8863265306122 911.332503892279
"HsaEX0046193" 84.61 73.4369902912621 827.85722908814
"HsaEX0046230" 90.27 85.0451773049645 347.870178004053
"HsaEX0046246" 74.095 72.4379104477612 344.848767029514
"HsaEX0046268" 83.61 80.8635114503817 323.533762959483
"HsaEX0046274" 11.7 26.2730973451327 1082.02733942794
"HsaEX0046305" 93.33 87.3428571428571 325.703885456885
"HsaEX0046318" 60.43 62.26488 559.12543163871
"HsaEX0046320" 4.225 14.8759722222222 473.612545901321
"HsaEX0046327" 21.05 23.5656 195.717010322581
"HsaEX0046374" 90.57 85.9753472222222 260.814925752719
"HsaEX0046393" 88.25 81.0338732394366 464.654707586655
"HsaEX0046423" 16.645 25.3211194029851 668.557309263831
"HsaEX0046434" 86.3 85.6497841726619 79.4843224168491
"HsaEX0046436" 17.645 22.2718382352941 335.992533632898
"HsaEX0046469" 88.57 87.0140689655172 129.788010411877
"HsaEX0046491" 20 29.9617647058824 1050.21170728709
"HsaEX0046503" 25.475 30.2805084745763 587.613280081124
"HsaEX0046504" 58.495 54.1669047619048 1461.82437311266
"HsaEX0046508" 2.45 14.2660194174757 699.616992823149
"HsaEX0046539" 66.67 67.1769306930693 650.816137485148
"HsaEX0046569" 60.61 60.6202290076336 468.552425331767
"HsaEX0046583" 95.95 86.5205109489051 553.625687237012
"HsaEX0046621" 72.12 72.2974305555556 403.313739505633
"HsaEX0046632" 85.71 83.9290833333333 252.776020161064
"HsaEX0046655" 87.14 82.6972727272727 185.221029833547
"HsaEX0046656" 4.55 13.0853623188406 493.109108261927
"HsaEX0046657" 77.5 77.2753191489362 200.319586504559
"HsaEX0046666" 40.525 40.1771428571429 423.951511202467
"HsaEX0046701" 88.44 86.599724137931 77.8447540900383
"HsaEX0046707" 88.16 85.3495862068965 88.8002081609195
"HsaEX0046712" 10.625 23.9174489795918 1030.19941507469
"HsaEX0046737" 16.205 26.2628260869565 783.87475180895
"HsaEX0046779" 91.165 85.9293571428571 388.636885195272
"HsaEX0046781" 74.455 69.6973529411765 647.357068496732
"HsaEX0046818" 46.105 49.21875 693.855488340336
"HsaEX0046866" 85.8 84.2856737588652 120.854563292806
"HsaEX0046871" 90.32 78.7256451612903 724.189432913716
"HsaEX0046880" 12 15.1545112781955 208.564581009342
"HsaEX0046885" 92.87 82.1161538461538 616.059337264957
"HsaEX0046901" 53.91 55.3657142857143 569.714729701953
"HsaEX0046906" 85.71 79.2357983193277 592.850475416607
"HsaEX0046916" 15.025 16.2841666666667 85.4178090909091
"HsaEX0046957" 85.46 83.889724137931 192.185251312261
"HsaEX0046985" 82.955 79.5993181818182 237.087768233865
"HsaEX0047030" 10.87 12.9848965517241 116.146465440613
"HsaEX0047033" 11.51 14.3736879432624 176.452550587639
"HsaEX0047040" 37.415 42.2671527777778 390.082038689782
"HsaEX0047046" 22.99 39.98625 1539.36965873016
"HsaEX0047072" 38.765 45.1217605633803 953.175376311058
"HsaEX0047079" 67.57 67.0185211267606 328.603398506643
"HsaEX0047102" 20.25 23.3974825174825 269.821338688073
"HsaEX0047109" 93.115 84.4357692307692 537.588402892069
"HsaEX0047140" 84.17 78.0690845070422 535.493094900609
"HsaEX0047150" 87.5 78.7511009174312 686.047789517499
"HsaEX0047185" 62.63 61.5572262773723 397.096154014599
"HsaEX0047212" 90.45 86.8000735294118 272.01292666122
"HsaEX0047235" 24.14 28.3625714285714 418.880581829394
"HsaEX0047236" 22.795 25.8356944444444 269.625666647242
"HsaEX0047303" 23.39 23.8848591549296 211.507521611228
"HsaEX0047318" 19.85 25.9225874125874 478.210712272235
"HsaEX0047352" 72.93 57.5903448275862 1132.85130613027
"HsaEX0047356" 29.57 34.286275862069 455.958740201149
"HsaEX0047378" 78.73 73.0445945945946 774.859715970516
"HsaEX0047384" 85.09 80.4149285714286 341.858038124358
"HsaEX0047399" 12.35 13.2902068965517 56.166725651341
"HsaEX0047406" 93.55 87.3056428571429 325.784144188078
"HsaEX0047452" 12.94 14.261048951049 75.1804333989954
"HsaEX0047483" 70.63 70.4244776119403 474.441334687465
"HsaEX0047487" 12.04 16.9497931034483 272.454857595785
"HsaEX0047534" 82.09 73.9273214285714 810.845856331169
"HsaEX0047587" 87.195 82.7119402985075 255.804696958815
"HsaEX0047622" 54.705 57.6343661971831 520.728247467785
"HsaEX0047635" 71.045 73.4219166666667 494.54646772409
"HsaEX0047656" 66.9 67.1908965517241 235.849949885057
"HsaEX0047658" 97.82 84.38875 775.82922992126
"HsaEX0047673" 12.2 19.0867883211679 467.010788138686
"HsaEX0047676" 90.125 85.9807746478873 274.257780246729
"HsaEX0047687" 50.9 50.4948837209302 597.526584556686
"HsaEX0047745" 90.115 86.5928169014085 209.192105483968
"HsaEX0047755" 42.86 39.7263414634146 949.125479128349
"HsaEX0047760" 42.6 42.6166935483871 622.833662962234
"HsaEX0047765" 17.88 24.038 613.696899844961
"HsaEX0047783" 69.41 67.8638181818182 1227.00281292929
"HsaEX0047787" 91.67 84.8585950413223 435.305290509642
"HsaEX0047791" 77.36 73.4334959349594 744.132606530721
"HsaEX0047824" 100 86.7377528089888 654.178515347293
"HsaEX0047825" 90.19 76.4181538461538 889.097577788462
"HsaEX0047829" 100 79.0435064935065 694.294799384826
"HsaEX0047839" 93.105 72.4455263157895 1156.06661705263
"HsaEX0047840" 91.11 75.6166666666667 982.255393137255
"HsaEX0047842" 95.19 79.22 823.42574375
"HsaEX0047851" 100 86.4305357142857 752.029696071429
"HsaEX0047852" 71.43 65.3806976744186 1277.93332093023
"HsaEX0047855" 100 86.2232352941176 628.068834152766
"HsaEX0047856" 100 87.8943076923077 755.790715528846
"HsaEX0047864" 24.475 35.0694202898551 747.051460975352
"HsaEX0047956" 77.35 74.0212195121951 585.41744540801
"HsaEX0047968" 30.77 33.5577165354331 599.065652680915
"HsaEX0047977" 68.95 63.8954807692308 883.417436659821
"HsaEX0047990" 40.54 50.6449473684211 1085.8044018589
"HsaEX0048000" 60 60.0577358490566 1330.59764477504
"HsaEX0048005" 46 49.9539097744361 941.517101264525
"HsaEX0048006" 16.515 27.259375 876.412497244095
"HsaEX0048009" 74.47 56.2366666666667 1644.97047463768
"HsaEX0048051" 54.62 55.7334586466165 632.128306128959
"HsaEX0048057" 94.48 83.4281896551724 583.463825389805
"HsaEX0048060" 42.86 49.6457608695652 918.226846667463
"HsaEX0048085" 50.41 51.3145528455285 726.386216806611
"HsaEX0048087" 75 69.7058139534884 719.900508902616
"HsaEX0048134" 0 14.2986440677966 880.996483615819
"HsaEX0048140" 8.715 37.9155714285714 1827.41097865424
"HsaEX0048146" 91.35 79.0586029411765 587.317018033769
"HsaEX0048151" 100 82.8936363636364 1090.50133011364
"HsaEX0048153" 98.23 69.1635714285714 1650.62972010582
"HsaEX0048172" 19.125 29.9981428571429 899.834363432682
"HsaEX0048202" 1.34 14.26 769.153559375
"HsaEX0048208" 1.35 19.3847422680412 1361.30897102663
"HsaEX0048216" 34.76 40.3627586206897 807.990071503831
"HsaEX0048235" 64.22 63.0511764705882 338.08976453159
"HsaEX0048254" 5.64 13.3052083333333 338.422362194056
"HsaEX0048275" 0.635 12.8638095238095 659.456524571429
"HsaEX0048280" 13.38 18.1227272727273 459.19247
"HsaEX0048306" 87.5 83.9454814814815 345.771038385849
"HsaEX0048320" 9.72 28.6571126760563 1014.62030011487
"HsaEX0048346" 72.33 65.9148872180451 874.114088812941
"HsaEX0048402" 11.03 13.5996850393701 264.6321872016
"HsaEX0048411" 56.47 57.9288652482269 461.232211560284
"HsaEX0048420" 54.875 53.75 736.643300699301
"HsaEX0048451" 81.82 79.0530769230769 302.429858071506
"HsaEX0048471" 51.46 52.4214893617021 760.758802765957
"HsaEX0048500" 78.655 73.7665909090909 403.014207373352
"HsaEX0048507" 90.7 85.3793233082707 299.789777568922
"HsaEX0048516" 77.065 74.9223770491803 506.509805046742
"HsaEX0048569" 13.185 16.101640625 190.027982326526
"HsaEX0048623" 72.38 60.2116666666667 1475.52496338028
"HsaEX0048646" 59.59 61.0241605839416 262.993780356376
"HsaEX0048653" 87.77 83.5093661971831 189.491544985516
"HsaEX0048681" 67.22 67.2851724137931 156.9553473659
"HsaEX0048687" 21.05 26.3043382352941 469.126107706972
"HsaEX0048689" 64.05 63.7049635036496 757.827272241305
"HsaEX0048727" 7.605 17.821 555.985818256881
"HsaEX0048787" 56.63 58.4486713286713 283.317211602482
"HsaEX0048798" 7.32 17.4579775280899 658.043136772217
"HsaEX0048807" 20.185 23.9653623188406 328.593981254628
"HsaEX0048836" 80.03 80.2904195804196 128.491942076234
"HsaEX0048868" 59.945 61.8874305555556 303.772038806333
"HsaEX0048873" 11.67 12.8422916666667 68.1050163898601
"HsaEX0048902" 88.79 86.0051048951049 128.168649108638
"HsaEX0048920" 92.64 84.9529710144928 452.034077969957
"HsaEX0048925" 89.4 84.7703676470588 347.279067271242
"HsaEX0048941" 8.785 14.5266428571429 316.04606131038
"HsaEX0048967" 88.41 81.6145138888889 357.517643118687
"HsaEX0048984" 80 76.7921014492754 356.181739347297
"HsaEX0049014" 89.73 82.4940170940171 583.431255275567
"HsaEX0049017" 69.79 67.9893700787402 650.291804361955
"HsaEX0049049" 84.81 76.8559124087591 571.586172874624
"HsaEX0049074" 74.26 70.2017829457364 430.903524140019
"HsaEX0049125" 100 87.8835555555556 935.335537070707
"HsaEX0049135" 100 79.3269911504425 793.881926580278
